Series ID,Region Name,Region Code,01-06-2023
MTHILL1URN,"Hill County, MT",30041,2.8
MTJEFF3URN,"Jefferson County, MT",30043,2.6
MTJUDI5URN,"Judith Basin County, MT",30045,2.3
MTLAKE7URN,"Lake County, MT",30047,3.1
MTLEWI9URN,"Lewis and Clark County, MT",30049,2.4
MTLIBE1URN,"Liberty County, MT",30051,2.6
MTLINC3URN,"Lincoln County, MT",30053,4.1
MTMCCO5URN,"McCone County, MT",30055,1.8
MTMADI7URN,"Madison County, MT",30057,2.1
MTMEAG9URN,"Meagher County, MT",30059,2.5
MTMINE1URN,"Mineral County, MT",30061,3.7
MTMISS0URN,"Missoula County, MT",30063,2.6
MTMUSS5URN,"Musselshell County, MT",30065,2.7
MTPARK7URN,"Park County, MT",30067,2.4
MTPETR9URN,"Petroleum County, MT",30069,3.3
MTPHIL1URN,"Phillips County, MT",30071,4
MTPOND3URN,"Pondera County, MT",30073,3
MTPOWD5URN,"Powder River County, MT",30075,1.7
MTPOWE7URN,"Powell County, MT",30077,2.6
MTPRAI9URN,"Prairie County, MT",30079,2.3
MTRAVA1URN,"Ravalli County, MT",30081,2.7
MTRICH3URN,"Richland County, MT",30083,2.7
MTROOS5URN,"Roosevelt County, MT",30085,3.8
MTROSE7URN,"Rosebud County, MT",30087,3.6
MTSAND9URN,"Sanders County, MT",30089,3.9
MTSHER1URN,"Sheridan County, MT",30091,1.8
MTSILV3URN,"Silver Bow County, MT",30093,3.2
MTSTIL5URN,"Stillwater County, MT",30095,2.6
MTSWEE7URN,"Sweet Grass County, MT",30097,1.9
MTTETO9URN,"Teton County, MT",30099,2.8
MTTOOL1URN,"Toole County, MT",30101,2.1
MTTREA3URN,"Treasure County, MT",30103,2.1
MTVALL5URN,"Valley County, MT",30105,2.3
MTWHEA7URN,"Wheatland County, MT",30107,3.4
MTWIBA9URN,"Wibaux County, MT",30109,2.2
MTYELL1URN,"Yellowstone County, MT",30111,2.7
NEADAM1URN,"Adams County, NE",31001,2.4
NEANTE3URN,"Antelope County, NE",31003,1.8
NEARTH5URN,"Arthur County, NE",31005,2.6
NEBANN7URN,"Banner County, NE",31007,3.7
NEBLAI9URN,"Blaine County, NE",31009,3.9
NEBOON1URN,"Boone County, NE",31011,1.8
NEBOXB3URN,"Box Butte County, NE",31013,2.7
NEBOYD5URN,"Boyd County, NE",31015,2.2
NEBROW7URN,"Brown County, NE",31017,3
NEBUFF9URN,"Buffalo County, NE",31019,2.2
NEBURT1URN,"Burt County, NE",31021,2.5
NEBUTL3URN,"Butler County, NE",31023,1.9
NECASS5URN,"Cass County, NE",31025,2.6
NECEDA7URN,"Cedar County, NE",31027,2.1
NECHAS9URN,"Chase County, NE",31029,2
NECHER1URN,"Cherry County, NE",31031,2.1
NECHEY3URN,"Cheyenne County, NE",31033,2.6
NECLAY5URN,"Clay County, NE",31035,2.7
NECOLF7URN,"Colfax County, NE",31037,2.1
NECUMI9URN,"Cuming County, NE",31039,2.1
NECUST1URN,"Custer County, NE",31041,1.9
NEDAKO3URN,"Dakota County, NE",31043,2.8
NEDAWE5URN,"Dawes County, NE",31045,2.5
NEDAWS7URN,"Dawson County, NE",31047,2.6
NEDEUE9URN,"Deuel County, NE",31049,2.1
NEDIXO1URN,"Dixon County, NE",31051,2.2
NEDODG3URN,"Dodge County, NE",31053,2.4
NEDOUG5URN,"Douglas County, NE",31055,2.6
NEDUND7URN,"Dundy County, NE",31057,1.7
NEFILL9URN,"Fillmore County, NE",31059,2.2
NEFRAN1URN,"Franklin County, NE",31061,2.2
NEFRON3URN,"Frontier County, NE",31063,2.1
NEFURN5URN,"Furnas County, NE",31065,2.2
NEGAGE7URN,"Gage County, NE",31067,2.7
NEGARD9URN,"Garden County, NE",31069,2.2
NEGARF1URN,"Garfield County, NE",31071,2.5
NEGOSP3URN,"Gosper County, NE",31073,2
NEGRAN5URN,"Grant County, NE",31075,1.7
NEGREE7URN,"Greeley County, NE",31077,2
NEHALL9URN,"Hall County, NE",31079,2.4
NEHAMI1URN,"Hamilton County, NE",31081,2.3
NEHARL3URN,"Harlan County, NE",31083,2
NEHAYE5URN,"Hayes County, NE",31085,1.9
NEHITC7URN,"Hitchcock County, NE",31087,3
NEHOLT9URN,"Holt County, NE",31089,2
NEHOOK1URN,"Hooker County, NE",31091,2.3
NEHOWA3URN,"Howard County, NE",31093,2.2
NEJEFF5URN,"Jefferson County, NE",31095,2
NEJOHN7URN,"Johnson County, NE",31097,2.7
NEKEAR9URN,"Kearney County, NE",31099,2
NEKEIT1URN,"Keith County, NE",31101,2
NEKEYA3URN,"Keya Paha County, NE",31103,2.5
NEKIMB5URN,"Kimball County, NE",31105,2.5
NEKNOX7URN,"Knox County, NE",31107,2.4
NELANC9URN,"Lancaster County, NE",31109,2.4
NELINC1URN,"Lincoln County, NE",31111,2.5
NELOGA3URN,"Logan County, NE",31113,2.3
NELOUP5URN,"Loup County, NE",31115,2.7
NEMCPH7URN,"McPherson County, NE",31117,1.9
NEMADI9URN,"Madison County, NE",31119,2.4
NEMERR1URN,"Merrick County, NE",31121,2.2
NEMORR3URN,"Morrill County, NE",31123,2.4
NENANC5URN,"Nance County, NE",31125,2.3
NENEMA7URN,"Nemaha County, NE",31127,2.9
NENUCK9URN,"Nuckolls County, NE",31129,2.2
NEOTOE1URN,"Otoe County, NE",31131,2.4
NEPAWN3URN,"Pawnee County, NE",31133,2.2
NEPERK5URN,"Perkins County, NE",31135,1.8
NEPHEL7URN,"Phelps County, NE",31137,2.1
NEPIER9URN,"Pierce County, NE",31139,2.1
NEPLAT1URN,"Platte County, NE",31141,2.1
NEPOLK3URN,"Polk County, NE",31143,1.9
NEREDW5URN,"Red Willow County, NE",31145,2.7
NERICH7URN,"Richardson County, NE",31147,2.3
NEROCK9URN,"Rock County, NE",31149,1.6
NESALI1URN,"Saline County, NE",31151,2.5
NESARP5URN,"Sarpy County, NE",31153,2.4
NESAUN5URN,"Saunders County, NE",31155,2.2
NESCOT7URN,"Scotts Bluff County, NE",31157,2.9
NESEWA9URN,"Seward County, NE",31159,2.7
NESHER1URN,"Sheridan County, NE",31161,2.3
NESHER3URN,"Sherman County, NE",31163,2.8
NESIOU5URN,"Sioux County, NE",31165,2
NESTAN7URN,"Stanton County, NE",31167,2.2
NETHAY9URN,"Thayer County, NE",31169,2.2
NETHOM1URN,"Thomas County, NE",31171,2.4
NETHUR3URN,"Thurston County, NE",31173,3.1
NEVALL5URN,"Valley County, NE",31175,2.5
NEWASH7URN,"Washington County, NE",31177,2.4
NEWAYN9URN,"Wayne County, NE",31179,3
NEWEBS1URN,"Webster County, NE",31181,2.8
NEWHEE3URN,"Wheeler County, NE",31183,1.8
NEYORK5URN,"York County, NE",31185,2.7
NVCHUR1URN,"Churchill County, NV",32001,5.1
NVCLAR3URN,"Clark County, NV",32003,6
NVDOUG5URN,"Douglas County, NV",32005,4.8
NVELKO7URN,"Elko County, NV",32007,4.6
NVESME9URN,"Esmeralda County, NV",32009,5.1
NVEURE1URN,"Eureka County, NV",32011,4.5
NVHUMB3URN,"Humboldt County, NV",32013,4.7
NVLAND5URN,"Lander County, NV",32015,4.3
NVLINC7URN,"Lincoln County, NV",32017,5.5
NVLYON9URN,"Lyon County, NV",32019,6.3
NVMINE1URN,"Mineral County, NV",32021,5.6
NVNYEC3URN,"Nye County, NV",32023,7.1
NVPERS7URN,"Pershing County, NV",32027,5.1
NVSTOR9URN,"Storey County, NV",32029,4.6
NVWASH7URN,"Washoe County, NV",32031,4.5
NVWHIT3URN,"White Pine County, NV",32033,3.7
NVCARS0URN,"Carson City, NV",32510,4.8
NHBELK1URN,"Belknap County, NH",33001,1.7
NHCARR3URN,"Carroll County, NH",33003,1.8
NHCHES5URN,"Cheshire County, NH",33005,2
NHCOOS7URN,"Coos County, NH",33007,2
NHGRAF0URN,"Grafton County, NH",33009,1.7
NHHILL5URN,"Hillsborough County, NH",33011,1.8
NHMERR5URN,"Merrimack County, NH",33013,1.6
NHROCK5URN,"Rockingham County, NH",33015,1.8
NHSTRA0URN,"Strafford County, NH",33017,1.7
NHSULL9URN,"Sullivan County, NH",33019,1.6
NJATLA2URN,"Atlantic County, NJ",34001,5.5
NJBERG5URN,"Bergen County, NJ",34003,4.1
NJBURL0URN,"Burlington County, NJ",34005,4
NJCAMD7URN,"Camden County, NJ",34007,4.9
NJCAPE1URN,"Cape May County, NJ",34009,5
NJCUMB2URN,"Cumberland County, NJ",34011,6.1
NJESSE3URN,"Essex County, NJ",34013,5.7
NJGLOU5URN,"Gloucester County, NJ",34015,4.4
NJHUDS7URN,"Hudson County, NJ",34017,4.5
NJHUNT0URN,"Hunterdon County, NJ",34019,3.7
NJMERC1URN,"Mercer County, NJ",34021,4.1
NJMIDD2URN,"Middlesex County, NJ",34023,4.3
NJMONM3URN,"Monmouth County, NJ",34025,4
NJMORR5URN,"Morris County, NJ",34027,3.9
NJOCEA5URN,"Ocean County, NJ",34029,4.2
NJPASS1URN,"Passaic County, NJ",34031,5.6
NJSALE5URN,"Salem County, NJ",34033,5.6
NJSOME0URN,"Somerset County, NJ",34035,4
NJSUSS0URN,"Sussex County, NJ",34037,4.2
NJUNIO9URN,"Union County, NJ",34039,4.8
NJWARR5URN,"Warren County, NJ",34041,4.3
NMBERN1URN,"Bernalillo County, NM",35001,4.1
NMCATR3URN,"Catron County, NM",35003,4.9
NMCHAV5URN,"Chaves County, NM",35005,4.9
NMCIBO6URN,"Cibola County, NM",35006,6.1
NMCOLF7URN,"Colfax County, NM",35007,4.2
NMCURR9URN,"Curry County, NM",35009,3.5
NMDEBA1URN,"De Baca County, NM",35011,4
NMDONA5URN,"Dona Ana County, NM",35013,5.3
NMEDDY5URN,"Eddy County, NM",35015,3.3
NMGRAN7URN,"Grant County, NM",35017,3.9
NMGUAD9URN,"Guadalupe County, NM",35019,4.8
NMHARD1URN,"Harding County, NM",35021,3.1
NMHIDA3URN,"Hidalgo County, NM",35023,3.6
NMLEAC0URN,"Lea County, NM",35025,4.6
NMLINC7URN,"Lincoln County, NM",35027,3.7
NMLOSA8URN,"Los Alamos County, NM",35028,2.5
NMLUNA9URN,"Luna County, NM",35029,9.8
NMMCKI5URN,"McKinley County, NM",35031,5.9
NMMORA3URN,"Mora County, NM",35033,5
NMOTER5URN,"Otero County, NM",35035,4.6
NMQUAY7URN,"Quay County, NM",35037,5.1
NMRIOA9URN,"Rio Arriba County, NM",35039,4.1
NMROOS1URN,"Roosevelt County, NM",35041,4.6
NMSAND3URN,"Sandoval County, NM",35043,4.4
NMSANJ0URN,"San Juan County, NM",35045,5.5
NMSANM7URN,"San Miguel County, NM",35047,5.2
NMSANT5URN,"Santa Fe County, NM",35049,3.8
NMSIER1URN,"Sierra County, NM",35051,6.1
NMSOCO3URN,"Socorro County, NM",35053,5.4
NMTAOS5URN,"Taos County, NM",35055,5
NMTORR7URN,"Torrance County, NM",35057,6
NMUNIO9URN,"Union County, NM",35059,3.8
NMVALE0URN,"Valencia County, NM",35061,4.9
NYALBA1URN,"Albany County, NY",36001,3
NYALLE2URN,"Allegany County, NY",36003,3.8
NYBRON5URN,"Bronx County, NY",36005,7.6
NYBROO7URN,"Broome County, NY",36007,3.5
NYCATT0URN,"Cattaraugus County, NY",36009,3.5
NYCAYU5URN,"Cayuga County, NY",36011,3
NYCHAU5URN,"Chautauqua County, NY",36013,3.5
NYCHEM2URN,"Chemung County, NY",36015,3.6
NYCHEN7URN,"Chenango County, NY",36017,2.8
NYCLIN0URN,"Clinton County, NY",36019,3.2
NYCOLU5URN,"Columbia County, NY",36021,2.6
NYCORT3URN,"Cortland County, NY",36023,3.6
NYDELA5URN,"Delaware County, NY",36025,3.6
NYDUTC7URN,"Dutchess County, NY",36027,3
NYERIE9URN,"Erie County, NY",36029,3.2
NYESSE1URN,"Essex County, NY",36031,3
NYFRAN3URN,"Franklin County, NY",36033,3.2
NYFULT0URN,"Fulton County, NY",36035,3.6
NYGENE5URN,"Genesee County, NY",36037,2.6
NYGREE9URN,"Greene County, NY",36039,3.3
NYHAMI1URN,"Hamilton County, NY",36041,3.6
NYHERK0URN,"Herkimer County, NY",36043,3.3
NYJEFF0URN,"Jefferson County, NY",36045,3.4
NYKING7URN,"Kings County, NY",36047,6.2
NYLEWI9URN,"Lewis County, NY",36049,3.3
NYLIVI0URN,"Livingston County, NY",36051,3
NYMADI5URN,"Madison County, NY",36053,3.2
NYMONR5URN,"Monroe County, NY",36055,3.2
NYMONT0URN,"Montgomery County, NY",36057,3.8
NYNASS9URN,"Nassau County, NY",36059,2.8
NYNEWY1URN,"New York County, NY",36061,5.2
NYNIAG3URN,"Niagara County, NY",36063,3.3
NYONEI5URN,"Oneida County, NY",36065,3.3
NYONON7URN,"Onondaga County, NY",36067,3.1
NYONTA5URN,"Ontario County, NY",36069,2.8
NYORAN1URN,"Orange County, NY",36071,3
NYORLE3URN,"Orleans County, NY",36073,3.3
NYOSWE5URN,"Oswego County, NY",36075,3.7
NYOTSE0URN,"Otsego County, NY",36077,3.3
NYPUTN0URN,"Putnam County, NY",36079,2.9
NYQUEE1URN,"Queens County, NY",36081,5.2
NYRENS0URN,"Rensselaer County, NY",36083,2.9
NYRICH5URN,"Richmond County, NY",36085,5.5
NYROCK5URN,"Rockland County, NY",36087,2.8
NYSTLA5URN,"St. Lawrence County, NY",36089,4.1
NYSARA0URN,"Saratoga County, NY",36091,2.5
NYSCHE5URN,"Schenectady County, NY",36093,3.1
NYSCHO5URN,"Schoharie County, NY",36095,3.4
NYSCHU7URN,"Schuyler County, NY",36097,3
NYSENE9URN,"Seneca County, NY",36099,2.8
NYSTEU5URN,"Steuben County, NY",36101,3.2
NYSUFF0URN,"Suffolk County, NY",36103,2.9
NYSULL5URN,"Sullivan County, NY",36105,2.7
NYTIOG7URN,"Tioga County, NY",36107,2.9
NYTOMP0URN,"Tompkins County, NY",36109,3
NYULST0URN,"Ulster County, NY",36111,3.1
NYWARR5URN,"Warren County, NY",36113,2.8
NYWASH5URN,"Washington County, NY",36115,2.7
NYWAYN0URN,"Wayne County, NY",36117,2.8
NYWEST9URN,"Westchester County, NY",36119,3
NYWYOM1URN,"Wyoming County, NY",36121,2.8
NYYATE3URN,"Yates County, NY",36123,2.6
NCALAM1URN,"Alamance County, NC",37001,3.8
NCALEX3URN,"Alexander County, NC",37003,3.2
NCALLE5URN,"Alleghany County, NC",37005,4.6
NCANSO7URN,"Anson County, NC",37007,4.2
NCASHE9URN,"Ashe County, NC",37009,3.1
NCAVER1URN,"Avery County, NC",37011,3
NCBEAU3URN,"Beaufort County, NC",37013,4
NCBERT5URN,"Bertie County, NC",37015,4.7
NCBLAD7URN,"Bladen County, NC",37017,4.4
NCBRUN9URN,"Brunswick County, NC",37019,4.2
NCBUNC1URN,"Buncombe County, NC",37021,2.8
NCBURK0URN,"Burke County, NC",37023,3.6
NCCABA5URN,"Cabarrus County, NC",37025,3.3
NCCALD0URN,"Caldwell County, NC",37027,3.5
NCCAMD9URN,"Camden County, NC",37029,3.4
NCCART1URN,"Carteret County, NC",37031,3.3
NCCASW3URN,"Caswell County, NC",37033,3.7
NCCATA5URN,"Catawba County, NC",37035,3.4
NCCHAT7URN,"Chatham County, NC",37037,3
NCCHER9URN,"Cherokee County, NC",37039,3.9
NCCHOW1URN,"Chowan County, NC",37041,3.8
NCCLAY3URN,"Clay County, NC",37043,3.7
NCCLEV0URN,"Cleveland County, NC",37045,3.6
NCCOLU0URN,"Columbus County, NC",37047,3.8
NCCRAV5URN,"Craven County, NC",37049,3.6
NCCUMB2URN,"Cumberland County, NC",37051,5
NCCURR3URN,"Currituck County, NC",37053,3.1
NCDARE5URN,"Dare County, NC",37055,3
NCDAVI4URN,"Davidson County, NC",37057,3.5
NCDAVI9URN,"Davie County, NC",37059,3.2
NCDUPL1URN,"Duplin County, NC",37061,3.5
NCDURH8URN,"Durham County, NC",37063,3.2
NCEDGE5URN,"Edgecombe County, NC",37065,6.1
NCFORS5URN,"Forsyth County, NC",37067,3.7
NCFRAN9URN,"Franklin County, NC",37069,3.7
NCGAST0URN,"Gaston County, NC",37071,3.4
NCGATE3URN,"Gates County, NC",37073,3.4
NCGRAH5URN,"Graham County, NC",37075,4.4
NCGRAN7URN,"Granville County, NC",37077,3.2
NCGREE9URN,"Greene County, NC",37079,3
NCGUIL1URN,"Guilford County, NC",37081,4.2
NCHALI0URN,"Halifax County, NC",37083,5.4
NCHARN0URN,"Harnett County, NC",37085,4.2
NCHAYW7URN,"Haywood County, NC",37087,3.1
NCHEND0URN,"Henderson County, NC",37089,3
NCHERT1URN,"Hertford County, NC",37091,5
NCHOKE3URN,"Hoke County, NC",37093,4.7
NCHYDE5URN,"Hyde County, NC",37095,4.4
NCIRED5URN,"Iredell County, NC",37097,3.3
NCJACK9URN,"Jackson County, NC",37099,3.9
NCJOHN0URN,"Johnston County, NC",37101,3.3
NCJONE3URN,"Jones County, NC",37103,3.4
NCLEEC5URN,"Lee County, NC",37105,4.1
NCLENO0URN,"Lenoir County, NC",37107,3.6
NCLINC9URN,"Lincoln County, NC",37109,3.1
NCMCDO1URN,"McDowell County, NC",37111,3.3
NCMACO3URN,"Macon County, NC",37113,3.2
NCMADI5URN,"Madison County, NC",37115,3.3
NCMART7URN,"Martin County, NC",37117,4.7
NCMECK9URN,"Mecklenburg County, NC",37119,3.4
NCMITC1URN,"Mitchell County, NC",37121,3.6
NCMONT3URN,"Montgomery County, NC",37123,3.8
NCMOOR0URN,"Moore County, NC",37125,3.7
NCNASH5URN,"Nash County, NC",37127,4.7
NCNEWH9URN,"New Hanover County, NC",37129,3.3
NCNORT1URN,"Northampton County, NC",37131,5
NCONSL5URN,"Onslow County, NC",37133,4.2
NCORAN2URN,"Orange County, NC",37135,3.1
NCPAML7URN,"Pamlico County, NC",37137,3.3
NCPASQ9URN,"Pasquotank County, NC",37139,4.2
NCPEND1URN,"Pender County, NC",37141,3.4
NCPERQ3URN,"Perquimans County, NC",37143,4.2
NCPERS5URN,"Person County, NC",37145,3.7
NCPITT7URN,"Pitt County, NC",37147,4.2
NCPOLK9URN,"Polk County, NC",37149,3.5
NCRAND1URN,"Randolph County, NC",37151,3.7
NCRICH3URN,"Richmond County, NC",37153,4.6
NCROBE7URN,"Robeson County, NC",37155,5.2
NCROCK0URN,"Rockingham County, NC",37157,4.1
NCROWA5URN,"Rowan County, NC",37159,3.4
NCRUTH5URN,"Rutherford County, NC",37161,4.7
NCSAMP3URN,"Sampson County, NC",37163,3.6
NCSCOT5URN,"Scotland County, NC",37165,6.4
NCSTAN7URN,"Stanly County, NC",37167,3.2
NCSTOK9URN,"Stokes County, NC",37169,3.1
NCSURR0URN,"Surry County, NC",37171,3.5
NCSWAI3URN,"Swain County, NC",37173,2.7
NCTRAN5URN,"Transylvania County, NC",37175,3.3
NCTYRR7URN,"Tyrrell County, NC",37177,4.2
NCUNIO5URN,"Union County, NC",37179,3.1
NCVANC1URN,"Vance County, NC",37181,5.6
NCWAKE3URN,"Wake County, NC",37183,3.2
NCWARR5URN,"Warren County, NC",37185,5.4
NCWASH7URN,"Washington County, NC",37187,4.7
NCWATA9URN,"Watauga County, NC",37189,3.2
NCWAYN1URN,"Wayne County, NC",37191,3.9
NCWILK5URN,"Wilkes County, NC",37193,3.9
NCWILS0URN,"Wilson County, NC",37195,5.2
NCYADK7URN,"Yadkin County, NC",37197,3.4
NCYANC9URN,"Yancey County, NC",37199,3.3
NDADAM1URN,"Adams County, ND",38001,2.3
NDBARN3URN,"Barnes County, ND",38003,2.7
NDBENS5URN,"Benson County, ND",38005,3.4
NDBILL7URN,"Billings County, ND",38007,1.9
NDBOTT9URN,"Bottineau County, ND",38009,2.6
NDBOWM1URN,"Bowman County, ND",38011,1.8
NDBURK3URN,"Burke County, ND",38013,1.9
NDBURL5URN,"Burleigh County, ND",38015,2.1
NDCASS7URN,"Cass County, ND",38017,2
NDCAVA9URN,"Cavalier County, ND",38019,2.5
NDDICK1URN,"Dickey County, ND",38021,2.1
NDDIVI3URN,"Divide County, ND",38023,1.7
NDDUNN5URN,"Dunn County, ND",38025,1.2
NDEDDY7URN,"Eddy County, ND",38027,2.7
NDEMMO9URN,"Emmons County, ND",38029,3.8
NDFOST1URN,"Foster County, ND",38031,2.1
NDGOLD3URN,"Golden Valley County, ND",38033,1.8
NDGRAN5URN,"Grand Forks County, ND",38035,2.2
NDGRAN7URN,"Grant County, ND",38037,2
NDGRIG9URN,"Griggs County, ND",38039,2.3
NDHETT1URN,"Hettinger County, ND",38041,2
NDKIDD3URN,"Kidder County, ND",38043,2.8
NDLAMO5URN,"La Moure County, ND",38045,2.2
NDLOGA7URN,"Logan County, ND",38047,2.5
NDMCHE9URN,"McHenry County, ND",38049,2.7
NDMCIN1URN,"McIntosh County, ND",38051,1.9
NDMCKE3URN,"McKenzie County, ND",38053,1.7
NDMCLE5URN,"McLean County, ND",38055,2.5
NDMERC7URN,"Mercer County, ND",38057,2.6
NDMORT9URN,"Morton County, ND",38059,2.5
NDMOUN1URN,"Mountrail County, ND",38061,1.8
NDNELS3URN,"Nelson County, ND",38063,2.5
NDOLIV5URN,"Oliver County, ND",38065,3.3
NDPEMB7URN,"Pembina County, ND",38067,3.2
NDPIER9URN,"Pierce County, ND",38069,2.8
NDRAMS1URN,"Ramsey County, ND",38071,2.3
NDRANS3URN,"Ransom County, ND",38073,1.9
NDRENV5URN,"Renville County, ND",38075,2.1
NDRICH7URN,"Richland County, ND",38077,2.2
NDROLE9URN,"Rolette County, ND",38079,9
NDSARG1URN,"Sargent County, ND",38081,1.6
NDSHER3URN,"Sheridan County, ND",38083,3.1
NDSIOU5URN,"Sioux County, ND",38085,4.4
NDSLOP7URN,"Slope County, ND",38087,2.8
NDSTAR9URN,"Stark County, ND",38089,1.9
NDSTEE1URN,"Steele County, ND",38091,2.7
NDSTUT3URN,"Stutsman County, ND",38093,2.2
NDTOWN5URN,"Towner County, ND",38095,2.2
NDTRAI7URN,"Traill County, ND",38097,2.8
NDWALS9URN,"Walsh County, ND",38099,3.1
NDWARD0URN,"Ward County, ND",38101,2.4
NDWELL3URN,"Wells County, ND",38103,2.7
NDWILL5URN,"Williams County, ND",38105,1.9
OHADAM1URN,"Adams County, OH",39001,4.7
OHALLE0URN,"Allen County, OH",39003,4.2
OHASHL5URN,"Ashland County, OH",39005,3.5
OHASHT1URN,"Ashtabula County, OH",39007,3.8
OHATHE5URN,"Athens County, OH",39009,5.2
OHAUGL1URN,"Auglaize County, OH",39011,3.1
OHBELM0URN,"Belmont County, OH",39013,4.3
OHBROW5URN,"Brown County, OH",39015,3.9
OHBUTL2URN,"Butler County, OH",39017,3.5
OHCARR9URN,"Carroll County, OH",39019,3.9
OHCHAM1URN,"Champaign County, OH",39021,3.3
OHCLAR5URN,"Clark County, OH",39023,3.7
OHCLER0URN,"Clermont County, OH",39025,3.3
OHCLIN7URN,"Clinton County, OH",39027,4.1
OHCOLU9URN,"Columbiana County, OH",39029,4.3
OHCOSH1URN,"Coshocton County, OH",39031,4.9
OHCRAW0URN,"Crawford County, OH",39033,4.3
OHCUYA5URN,"Cuyahoga County, OH",39035,4.7
OHDARK0URN,"Darke County, OH",39037,3.1
OHDEFI9URN,"Defiance County, OH",39039,3.7
OHDELA5URN,"Delaware County, OH",39041,3
OHERIE5URN,"Erie County, OH",39043,3.8
OHFAIR0URN,"Fairfield County, OH",39045,3.3
OHFAYE7URN,"Fayette County, OH",39047,4
OHFRAN0URN,"Franklin County, OH",39049,3.3
OHFULT1URN,"Fulton County, OH",39051,3.3
OHGALL3URN,"Gallia County, OH",39053,4.3
OHGEAU5URN,"Geauga County, OH",39055,3.8
OHGREE5URN,"Greene County, OH",39057,3.5
OHGUER9URN,"Guernsey County, OH",39059,4.1
OHHAMI1URN,"Hamilton County, OH",39061,3.4
OHHANC5URN,"Hancock County, OH",39063,3.1
OHHARD5URN,"Hardin County, OH",39065,4.3
OHHARR7URN,"Harrison County, OH",39067,4.8
OHHENR9URN,"Henry County, OH",39069,3.7
OHHIGH1URN,"Highland County, OH",39071,4.7
OHHOCK3URN,"Hocking County, OH",39073,3.5
OHHOLM5URN,"Holmes County, OH",39075,3
OHHURO5URN,"Huron County, OH",39077,3.5
OHJACK9URN,"Jackson County, OH",39079,4.5
OHJEFF0URN,"Jefferson County, OH",39081,4.9
OHKNOX3URN,"Knox County, OH",39083,4
OHLAKE2URN,"Lake County, OH",39085,4
OHLAWR5URN,"Lawrence County, OH",39087,4.5
OHLICK0URN,"Licking County, OH",39089,3.3
OHLOGA1URN,"Logan County, OH",39091,3.2
OHLORA3URN,"Lorain County, OH",39093,4.5
OHLUCA5URN,"Lucas County, OH",39095,4.2
OHMADI7URN,"Madison County, OH",39097,3.1
OHMAHO9URN,"Mahoning County, OH",39099,4.3
OHMARI0URN,"Marion County, OH",39101,3.6
OHMEDI0URN,"Medina County, OH",39103,3.7
OHMEIG5URN,"Meigs County, OH",39105,5.3
OHMERC7URN,"Mercer County, OH",39107,2.5
OHMIAM5URN,"Miami County, OH",39109,3.3
OHMONR1URN,"Monroe County, OH",39111,4.9
OHMONT3URN,"Montgomery County, OH",39113,4
OHMORG5URN,"Morgan County, OH",39115,3.6
OHMORR7URN,"Morrow County, OH",39117,3.6
OHMUSK0URN,"Muskingum County, OH",39119,3.6
OHNOBL1URN,"Noble County, OH",39121,4.5
OHOTTA3URN,"Ottawa County, OH",39123,3.6
OHPAUL5URN,"Paulding County, OH",39125,3.4
OHPERR7URN,"Perry County, OH",39127,3.8
OHPICK9URN,"Pickaway County, OH",39129,3.4
OHPIKE1URN,"Pike County, OH",39131,4.5
OHPORT7URN,"Portage County, OH",39133,3.6
OHPREB5URN,"Preble County, OH",39135,3.1
OHPUTN7URN,"Putnam County, OH",39137,2.6
OHRICH9URN,"Richland County, OH",39139,4.1
OHROSS5URN,"Ross County, OH",39141,3.4
OHSAND0URN,"Sandusky County, OH",39143,3.4
OHSCIO9URN,"Scioto County, OH",39145,4.9
OHSENE0URN,"Seneca County, OH",39147,3.5
OHSHEL9URN,"Shelby County, OH",39149,3.2
OHSTAR1URN,"Stark County, OH",39151,3.7
OHSUMM3URN,"Summit County, OH",39153,3.8
OHTRUM1URN,"Trumbull County, OH",39155,4.4
OHTUSC5URN,"Tuscarawas County, OH",39157,4.1
OHUNIO9URN,"Union County, OH",39159,2.9
OHVANW1URN,"Van Wert County, OH",39161,3.1
OHVINT3URN,"Vinton County, OH",39163,4.4
OHWARR5URN,"Warren County, OH",39165,3.2
OHWASH0URN,"Washington County, OH",39167,4.3
OHWAYN5URN,"Wayne County, OH",39169,2.9
OHWILL1URN,"Williams County, OH",39171,3.2
OHWOOD0URN,"Wood County, OH",39173,3.4
OHWYAN5URN,"Wyandot County, OH",39175,2.6
OKADAI1URN,"Adair County, OK",40001,3.7
OKALFA3URN,"Alfalfa County, OK",40003,2.4
OKATOK5URN,"Atoka County, OK",40005,3.5
OKBEAV7URN,"Beaver County, OK",40007,2
OKBECK9URN,"Beckham County, OK",40009,2.9
OKBLAI1URN,"Blaine County, OK",40011,2.2
OKBRYA3URN,"Bryan County, OK",40013,2.9
OKCADD5URN,"Caddo County, OK",40015,3.2
OKCANA7URN,"Canadian County, OK",40017,2.6
OKCART9URN,"Carter County, OK",40019,3.4
OKCHER1URN,"Cherokee County, OK",40021,3.5
OKCHOC3URN,"Choctaw County, OK",40023,4
OKCIMA5URN,"Cimarron County, OK",40025,1.5
OKCLEV7URN,"Cleveland County, OK",40027,2.6
OKCOAL9URN,"Coal County, OK",40029,3.9
OKCOMA2URN,"Comanche County, OK",40031,3.7
OKCOTT3URN,"Cotton County, OK",40033,2.6
OKCRAI5URN,"Craig County, OK",40035,3.1
